case,Year,R.mth,date,Country_residence,City_residence,Purpose_grp,Purpose,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
10777,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Wholesale and Retail Trade,Senior Executive, ,408.49,233.42,72.94,0,0,0,0,112.98,Hotel,Mandarin Orchard Singapore,Spouse,,,,
10780,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Manufacturing and Chemicals,Others (specify),Technician,97.26,116.71,38.9,0,0,0,0,94.98,Hotel,Fragrance Hotel - Royal,Friends,,,,
10781,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,583.56,145.89,43.77,0,0,0,0,246.98,Hotel,Hotel Supreme,Alone,,,,
10782,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,291.78,70.03,29.18,0,0,0,0,311.98,Hotel,Grand Hyatt Singapore,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,,
10783,2015,June,17-Jun-15,Indonesia,Jakarta,Education+Accompanying Pax,Accompaning an international student studying in Singapore,Terminal 3,,,English,No,Under 1 day,Non-Packaged,Female,Homemaker (Full time),,, ,0,87.53,72.94,0,0,0,0,627.98,Accommodation not required - Day Tripper,,Children aged 13-19 yrs,,,,
10784,2015,June,17-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,Under 1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Environment and Energy,Mager/ Assistant Mager, ,0,116.71,72.94,0,0,0,0,87.98,Accommodation not required - Day Tripper,,Alone,,,,
10785,2015,June,17-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Public Administration,CEO/ Assistant CEO, ,510.61,218.83,145.89,0,0,0,0,212.98,Hotel,Grand Hyatt Singapore,Parents/ Parents-in-law,Siblings,,,
10806,2015,June,18-Jun-15,Indonesia,Tanjung Pinang,Healthcare+Accompanying Pax,Outpatient consultation/treatment,,TMFT,,Hybrid Chinese,No,15-29 days,Non-Packaged,Female,Unemployed,,, ,0,4.27,1.71,0,0,180,0,337.98,Stayed with relatives/ friends,,Alone,,,,
10807,2015,June,18-Jun-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,English,No,15-29 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,11.26,35.2,28.16,0,0,0,0,787.98,Service Apartment,,Alone,,,,
10812,2015,June,18-Jun-15,Indonesia,Medan,Healthcare+Accompanying Pax,Outpatient consultation/treatment,,TMFT,,Hybrid Chinese,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,47.87,89.75,29.92,0,0,450,0,112.98,Hotel,Fragrance Hotel - Balestier,Siblings,,,,
10818,2015,June,18-Jun-15,Indonesia,Tanjung Pinang,Leisure,Others,,TMFT,,Chinese,No,1 day,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Sports and Recreation,CEO/ Assistant CEO, ,299.18,394.92,59.84,0,0,0,0,"4,087.98",Hotel,Fairmont Singapore,Spouse,,,,
10819,2015,June,18-Jun-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Chinese,No,2 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Wholesale and Retail Trade,Others (specify),Shop Assistant,0,95.74,35.9,0,0,0,0,447.98,Stayed with relatives/ friends,,Alone,,,,
10821,2015,June,18-Jun-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Hybrid Chinese,No,5 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,71.8,14.36,0,0,0,0,307.98,Stayed with relatives/ friends,,Alone,,,,
10826,2015,June,19-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Convention/conference,Terminal 1,,,English,No,3 days,Business (Non-Packaged),Male,"Executive (sales, administration)",Wholesale and Retail Trade,Junior Executive, ,"1,167.12",194.52,48.63,0,0,0,0,167.98,Hotel,Parkroyal on Pickering,Alone,,,,
10827,2015,June,19-Jun-15,Indonesia,Jakarta,Leisure,Stopover,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",InfoComm Technology,Others (specify),Owner,218.83,145.89,175.07,0,0,0,0,212.98,Hotel,Mandarin Orchard Singapore,Friends,,,,
10828,2015,June,19-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Manufacturing and Chemicals,Board of Directors, ,379.31,"1,021.23",291.78,0,0,"1,500.00",0,587.98,Hotel,Grand Park Orchard,Parents/ Parents-in-law,,,,
10829,2015,June,19-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Wholesale and Retail Trade,Mager/ Assistant Mager, ,0,109.42,36.47,0,0,0,0,287.98,Stayed with relatives/ friends,,Spouse,Children aged 8-12 yrs,,,
10830,2015,June,19-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,4 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Junior Executive, ,392.97,145.89,72.94,0,0,0,0,187.98,Hotel,Days Hotel Singapore at Zhongshan Park,Alone,,,,
10842,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,7 days,Non-Packaged,Male,"Businessman (small company, <50 people)",InfoComm Technology,Others (specify),Owner,0,20.84,10.42,0,0,0,0,207.98,Stayed with relatives/ friends,,Children aged 13-19 yrs,,,,
10843,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,160.48,29.18,29.18,0,0,0,0,187.98,Hotel,"Swissotel Merchant Court,Singapore",Spouse,Children aged 0-7 yrs,Friends,,
10844,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,7 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Mager/ Assistant Mager, ,208.41,208.41,20.84,0,0,0,0,487.98,Hotel,Novotel Singapore Clarke Quay,Children aged 13-19 yrs,Children aged 0-7 yrs,Spouse,,
10845,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Construction,Mager/ Assistant Mager, ,218.83,72.94,36.47,0,0,0,0,587.98,Hotel,V Hotel Lavender,Parents/ Parents-in-law,,,,
10852,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Sightseeing/ Attractions,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Administrative and Support Service Activities,Director, ,0,14.59,29.18,0,0,0,0,87.98,Accommodation not required - Day Tripper,,Alone,,,,
10854,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,,HCC,,English,No,6 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Marketing & Media,Director, ,0,48.63,3.24,0,0,0,0,254.65,Stayed with relatives/ friends,,Spouse,Children aged 0-7 yrs,,,
10855,2015,June,20-Jun-15,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,Under 1 day,Non-Packaged,Female,Student,,, ,0,11.97,11.97,0,0,0,0,112.98,Accommodation not required - Day Tripper,,Alone,,,,
10856,2015,June,20-Jun-15,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,0,5.98,0,0,0,0,"2,587.98",Accommodation not required - Day Tripper,,Alone,,,,
10859,2015,June,20-Jun-15,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,Yes,Under 1 day,Non-Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,0,8.98,11.97,0,0,0,0,107.98,Accommodation not required - Day Tripper,,Friends,,,,
10860,2015,June,20-Jun-15,Indonesia,Jakarta,Leisure,Sporting,,HCC,,English,No,11-14 days,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Seaman,63.22,36.47,7.29,0,0,0,0,267.98,Hostel (Rental by bed),,Friends,,,,
10861,2015,June,20-Jun-15,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,0,26.5,0,0,0,0,129.98,Accommodation not required - Day Tripper,,Business associates/ Colleagues,,,,
10863,2015,June,20-Jun-15,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Junior Executive, ,0,26.59,13.3,0,0,0,0,271.31,Stayed with relatives/ friends,,Children aged 0-7 yrs,Children aged 8-12 yrs,,,
10864,2015,June,20-Jun-15,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,Under 1 day,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Transportation and Logistics,Director, ,0,59.84,47.87,7,0,0,0,937.98,Accommodation not required - Day Tripper,,Alone,,,,
10865,2015,June,20-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,No,7 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,68.38,10.26,0,0,0,0,187.98,Stayed with relatives/ friends,,Friends,,,,
10892,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,7 days,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Others (specify),Others (specify),Technician,143.61,41.03,6.84,0,0,0,0,123.98,Hotel,Hotel 81 - Geylang,Alone,,,,
10893,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,Under 1 day,Non-Packaged,Female,"Executive (sales, administration)","Hospitality, Travel & Tourism",Junior Executive, ,0,179.51,39.89,0,0,0,0,137.98,Accommodation not required - Day Tripper,,Friends,,,,
10894,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Marketing & Media,Junior Executive, ,52.66,47.87,23.93,0,0,0,0,166.98,Hostel (Rental by bed),,Friends,,,,
10895,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,2 days,Non-Packaged,Female,"Executive (sales, administration)",Manufacturing and Chemicals,Senior Executive, ,0,35.9,11.97,0,0,0,0,112.98,Stayed with relatives/ friends,,Alone,,,,
10896,2015,June,21-Jun-15,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,1 day,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,47.87,47.87,23.93,0,0,0,0,102.98,Hostel (Rental by bed),,Alone,,,,
10897,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Engineer,0,29.92,11.97,0,0,0,0,262.98,Accommodation not required - Day Tripper,,Spouse,Children aged 0-7 yrs,,,
10898,2015,June,21-Jun-15,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Mager/ Assistant Mager, ,0,14.36,5.98,0,0,0,0,137.98,Accommodation not required - Day Tripper,,Alone,,,,
10899,2015,June,21-Jun-15,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Manufacturing and Chemicals,Others (specify),Engineer,0,0,59.84,0,0,0,0,"1,487.98",Accommodation not required - Day Tripper,,Alone,,,,
10901,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Others,,HCC,,English,No,Under 1 day,Non-Packaged,Male,Student,,, ,0,11.97,3.99,0,0,0,0,87.98,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,,,,
10902,2015,June,21-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,8-10 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Others (specify),Deputy/ Assistant Director, ,0,11.97,11.97,0,0,0,0,157.98,Stayed with relatives/ friends,,Other relatives,,,,
10904,2015,June,22-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 1,,,Indonesian,No,5 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Construction,Senior Executive, ,0,23.34,11.67,0,0,0,0,92.98,"Other non-paid accommodations (e.g. religious places, camp,",,Business associates/ Colleagues,,,,
10905,2015,June,22-Jun-15,Indonesia,Bandung,Business+Accompanying Pax,General business purpose,Terminal 1,,,Indonesian,Yes,5 days,Business (Non-Packaged),Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Healthcare and Biomedical Sciences,Senior Executive, ,0,14.59,2.92,0,0,0,0,137.98,"Other non-paid accommodations (e.g. religious places, camp,",,Business associates/ Colleagues,,,,
10906,2015,June,22-Jun-15,Indonesia,Lampung,Leisure,Visiting friends/relatives,Terminal 1,,,Indonesian,Yes,3 days,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Marketing & Media,Mager/ Assistant Mager, ,0,48.63,19.45,0,0,0,15,112.98,Stayed with relatives/ friends,,Alone,,,,
10909,2015,June,22-Jun-15,Indonesia,Bogor,Leisure,Stopover,Terminal 1,,,Indonesian,Yes,1 day,Packaged,Male,Others (specify),Transportation and Logistics,Others (specify),Crew,0,16.75,23.93,0,0,0,0,97.98,Accommodation not required - Others,,Business associates/ Colleagues,,,,
10910,2015,June,22-Jun-15,Indonesia,Malang,Leisure,Visiting friends/relatives,Terminal 1,,,Indonesian,No,15-29 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Administrative and Support Service Activities,Junior Executive, ,0,7.78,0,0,0,0,0,87.98,Own Residence,,Alone,,,,
10911,2015,June,22-Jun-15,Indonesia,Java,Healthcare+Accompanying Pax,In-patient treatment,Terminal 3,,,Indonesian,Yes,5 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Head of Department,583.56,0,0,0,0,"3,770.00",0,87.98,Hotel,Goodwood Park Hotel,Parents/ Parents-in-law,Siblings,,,
10912,2015,June,22-Jun-15,Indonesia,Palembang,Leisure,Others,Terminal 3,,,Indonesian,No,3 days,Non-Packaged,Male,Unemployed,,, ,97.26,19.45,14.59,0,0,0,15,487.98,Hotel,Hotel 81 - Lavender,Spouse,,,,
10921,2015,June,23-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,Chinese,Yes,3 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Wholesale and Retail Trade,Junior Executive, ,291.78,48.63,9.73,0,0,0,0,287.98,Hotel,Ibis Singapore on Bencoolen,Partner/ Boyfriend/ Girlfriend,,,,
10922,2015,June,23-Jun-15,Indonesia,Jakarta,Leisure,Visiting an international student studying in Singapore,Terminal 1,,,Chinese,No,2 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Healthcare and Biomedical Sciences,Senior Executive, ,437.67,36.47,29.18,0,0,0,0,137.98,Hotel,InterContinental Singapore,Spouse,,,,
10923,2015,June,23-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,Chinese,No,1 day,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Accommodation and Food & Beverage-related activities,Junior Executive, ,0,43.77,43.77,0,0,500,0,87.98,Stayed with relatives/ friends,,Grandparents/ Grandparents-in-law,,,,
10924,2015,June,23-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,4 days,Non-Packaged,Male,"Businessman (small company, <50 people)","Hospitality, Travel & Tourism",Chairman, ,364.72,91.18,10.94,0,0,0,0,187.98,Hotel,Marina Mandarin,Spouse,,,,
10926,2015,June,24-Jun-15,Indonesia,Bandung,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,171.47,48.63,24.31,0,0,150,0,147.98,Hotel,Novotel Singapore Clarke Quay,Parents/ Parents-in-law,Children aged 8-12 yrs,Children aged 13-19 yrs,,
10927,2015,June,24-Jun-15,Indonesia,Bandung,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,218.83,72.94,43.77,0,0,0,0,587.98,Hotel,V Hotel Lavender,Spouse,,,,
10928,2015,June,24-Jun-15,Indonesia,Bandung,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Others (specify),Owner,145.89,87.53,21.88,0,0,"2,000.00",0,187.98,Hotel,Village Hotel Bugis,Spouse,,,,
10929,2015,June,24-Jun-15,Indonesia,Bandung,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Construction,Director, ,194.52,194.52,97.26,0,0,100,0,137.98,Hotel,Holiday Inn Express Singapore Orchard Road,Parents/ Parents-in-law,Siblings,,,
10930,2015,June,24-Jun-15,Indonesia,Bandung,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,Under 1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Manufacturing and Chemicals,Mager/ Assistant Mager, ,0,72.94,72.94,0,0,"1,000.00",0,487.98,Accommodation not required - Day Tripper,,Alone,,,,
10931,2015,June,24-Jun-15,Indonesia,Bandung,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,Under 1 day,Non-Packaged,Female,"Executive (sales, administration)",Wholesale and Retail Trade,Deputy/ Assistant Director, ,0,43.77,36.47,0,0,550,0,337.98,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,,,,
10932,2015,June,24-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 1,,,English,No,2 days,Business (Non-Packaged),Male,"Businessman (large company, > 250 people)",Mining and Quarrying,Chairman, ,875.34,291.78,116.71,50,0,0,0,87.98,Hotel,Mandarin Orchard Singapore,Alone,,,,
10938,2015,June,24-Jun-15,Indonesia,Jakarta,Leisure,Sightseeing/ Attractions,Terminal 2,,,English,Yes,5 days,Non-Packaged,Female,Unemployed,,, ,233.42,87.53,29.18,0,0,0,0,487.98,Hotel,Marina Bay Sands Singapore,Parents/ Parents-in-law,,,,
10939,2015,June,24-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 2,,,English,Yes,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,General Mager, ,"1,167.12",291.78,87.53,0,0,0,0,87.98,Hotel,Mandarin Orchard Singapore,Alone,,,,
10945,2015,June,24-Jun-15,Indonesia,Semarang,Leisure,Sightseeing/ Attractions,Terminal 2,,,English,Yes,3 days,Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Accommodation and Food & Beverage-related activities,Senior Executive, ,233.61,37.27,40.81,0,0,0,0,254.65,Hotel,Big Hotel,Parents/ Parents-in-law,,,,
10946,2015,June,24-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 2,,,Chinese,No,5 days,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Accommodation and Food & Beverage-related activities,Chairman, ,875.34,175.07,46.68,0,0,0,0,987.98,Hotel,Marina Bay Sands Singapore,Alone,,,,
10947,2015,June,24-Jun-15,Indonesia,Semarang,Leisure,Visiting an international student studying in Singapore,Terminal 2,,,English,Yes,3 days,Non-Packaged,Female,Student,,, ,0,48.63,19.45,0,0,0,0,287.98,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
10950,2015,June,24-Jun-15,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Non-Packaged,Female,"Executive (sales, administration)",Administrative and Support Service Activities,Senior Executive, ,0,179.51,0,0,0,0,0,"1,087.98",Accommodation not required - Day Tripper,,Alone,,,,
